Date/Time,SomeCategory:Some subcategory [x](Hourly),SomeCategory:Some other subcategory,SomeOtherCategory:yet another subcategory [x](Hourly)
 01/24  20:00:00,7.9875,4.2,2.97289728
 01/24  21:00:00,8.1125,3.2875,0.74322432
 01/24  22:00:00,8.3,1.1625,0.74322432
 01/24  23:00:00,7.9875,0,0.37161216
 01/24  24:00:00,7.8,1.3125,0.37161216
 01/25  01:00:00,8.4875,3.0375,0
 01/25  02:00:00,7.8375,2.6625,0
 01/25  03:00:00,7.2,2.4125,0
 01/25  04:00:00,7.2,3.225,0
 01/25  05:00:00,7.2,2.2875,0
 01/25  06:00:00,7.8875,0.5625,0
 01/25  07:00:00,8.3,2.25,0.74322432
 01/25  08:00:00,7.9875,3.6,1.48644864
 01/25  09:00:00,8.1125,4.6,7.06063104
 01/25  10:00:00,8.9875,4.825,7.06063104
 01/25  11:00:00,9.4,4.2875,7.06063104
 01/25  12:00:00,10.8375,2.85,7.06063104
 01/25  13:00:00,11.7,3.0375,3.7161216
 01/25  14:00:00,11.7,4.225,7.06063104
 01/25  15:00:00,11.7,3.975,7.06063104
 01/25  16:00:00,11.325,5.5375,7.06063104
 01/25  17:00:00,10.7875,6.3875,7.06063104
 01/25  18:00:00,10.225,5.575,5.20257024
 01/25  19:00:00,10,5.2,2.97289728
 01/25  20:00:00,10,5.2,2.97289728
 01/25  21:00:00,10,5.2,0.74322432
 01/25  22:00:00,9.625,5.2,0.74322432
 01/25  23:00:00,9.0875,4.2,0.37161216
 01/25  24:00:00,9.2125,4.9125,0.37161216
 01/26  01:00:00,8.4,4.7,0
 01/26  02:00:00,8.1125,1.5375,0
 01/26  03:00:00,8.3,3.875,0
 01/26  04:00:00,8.3,3.6375,0
 01/26  05:00:00,8.3,3.35,0
 01/26  06:00:00,7.9875,3.7875,0
 01/26  07:00:00,7.425,3.9125,0.74322432
 01/26  08:00:00,7.2,5.725,1.48644864
 01/26  09:00:00,7.575,8.0125,7.06063104
 01/26  10:00:00,8.1125,9.1125,7.06063104
 01/26  11:00:00,7.9875,7.9875,7.06063104
 01/26  12:00:00,7.8,7.5125,7.06063104
 01/26  13:00:00,8.4875,7.3875,3.7161216
 01/26  14:00:00,8.9,7.825,7.06063104
 01/26  15:00:00,9.2125,8.8875,7.06063104
 01/26  16:00:00,9.4,7.9875,7.06063104
 01/26  17:00:00,9.4,7.825,7.06063104
 01/26  18:00:00,9.4,5.0125,5.20257024
 01/26  19:00:00,9.0875,2.475,2.97289728
 01/26  20:00:00,8.525,2.725,2.97289728
 01/26  21:00:00,7.6125,2.1,0.74322432
 01/26  22:00:00,7.2,0.5625,0.74322432
 01/26  23:00:00,6.8875,0,0.37161216
 01/26  24:00:00,6.325,1.625,0.37161216
 01/27  01:00:00,5.7875,1.9125,0
 01/27  02:00:00,5.6,1.875,0
 01/27  03:00:00,6.6,0.7875,0
 01/27  04:00:00,5.1375,0,0
 01/27  05:00:00,3.9,0,0
 01/27  06:00:00,4.5875,0,0
 01/27  07:00:00,4.625,1.3125,0.74322432
 01/27  08:00:00,4.4,2.1,0.74322432
 01/27  09:00:00,6.525,1.725,3.7161216
 01/27  10:00:00,8.8,2.5,3.7161216
 01/27  11:00:00,10.4625,2.7875,3.7161216
 01/27  12:00:00,11.1,3.225,3.7161216
 01/27  13:00:00,12.1625,2.6625,3.7161216
 01/27  14:00:00,13.1125,2.725,3.7161216
 01/27  15:00:00,12.9875,4.4125,0.74322432
 01/27  16:00:00,12.425,6.45,0.74322432
 01/27  17:00:00,11.5125,6.8875,0.74322432
 01/27  18:00:00,10.7875,5.7625,0
 01/27  19:00:00,9.85,5.5125,0
 01/27  20:00:00,9.0875,5.3875,0
 01/27  21:00:00,8.9,1.95,0
 01/27  22:00:00,7.8375,0,0
 01/27  23:00:00,7.575,0,0
 01/27  24:00:00,7.425,0.9375,0
 01/28  01:00:00,6.5125,1.875,0
 01/28  02:00:00,5.7875,1.725,0
 01/28  03:00:00,4.85,2.5,0
 01/28  04:00:00,4.0875,2.475,0
 01/28  05:00:00,3.9,0.7875,0
 01/28  06:00:00,3.525,1.3125,0
 01/28  07:00:00,5.7375,2.4125,0
 01/28  08:00:00,6.8875,1.9125,0
 01/28  09:00:00,8.075,3.8125,0
 01/28  10:00:00,9.9625,5.2,0
 01/28  11:00:00,10.9125,5.2,0
 01/28  12:00:00,11.475,5.5125,0
 01/28  13:00:00,11.7,5.0125,0
 01/28  14:00:00,12.0125,5.6,0
 01/28  15:00:00,12.2,6.2,0
 01/28  16:00:00,11.8875,7.45,0
 01/28  17:00:00,11.0125,8.2,0
 01/28  18:00:00,10.225,6.95,0
 01/28  19:00:00,9.625,4.575,0
 01/28  20:00:00,9.0875,3.9125,0
 01/28  21:00:00,8.9,3.7875,0
 01/28  22:00:00,8.525,2.6625,0
 01/28  23:00:00,7.9875,2.725,0
 01/28  24:00:00,8.1125,1.1625,0
 01/29  01:00:00,7.6125,0,0
 01/29  02:00:00,6.5125,0.9375,0
 01/29  03:00:00,5.7875,0.5625,0
 01/29  04:00:00,5.225,0.9375,0
 01/29  05:00:00,4.625,1.5,0
 01/29  06:00:00,4.4,1.875,0
 01/29  07:00:00,4.775,2.4125,0.74322432
 01/29  08:00:00,5,2.9125,1.48644864
 01/29  09:00:00,6.0625,2.1,7.06063104
 01/29  10:00:00,7.0125,1.875,7.06063104
 01/29  11:00:00,7.575,1.725,7.06063104
 01/29  12:00:00,8.4875,1.875,7.06063104
 01/29  13:00:00,9.5875,2.4125,3.7161216
 01/29  14:00:00,10.375,3.5375,7.06063104
 01/29  15:00:00,10.6,3.7875,7.06063104
 01/29  16:00:00,10.9125,2.2875,7.06063104
 01/29  17:00:00,10.7875,0.5625,7.06063104
 01/29  18:00:00,10.6,0,5.20257024
 01/29  19:00:00,9.85,0.9375,2.97289728
 01/29  20:00:00,9.775,0.5625,2.97289728
 01/29  21:00:00,9.625,1.9375,0.74322432
 01/29  22:00:00,9.4,2.7875,0.74322432
 01/29  23:00:00,9.0875,2.2875,0.37161216
 01/29  24:00:00,7.525,1.725,0.37161216
 01/30  01:00:00,7.0125,0.5625,0
 01/30  02:00:00,6.8875,0,0
 01/30  03:00:00,6.0125,1.3125,0
 01/30  04:00:00,5.225,2.1,0
 01/30  05:00:00,5.375,1.725,0
 01/30  06:00:00,5.6,1.5,0
 01/30  07:00:00,5.9125,0.5625,0.74322432
 01/30  08:00:00,6.475,0,1.48644864
 01/30  09:00:00,7.3875,1.625,7.06063104
 01/30  10:00:00,7.8,0.975,7.06063104
 01/30  11:00:00,7.8,0,7.06063104
 01/30  12:00:00,8.4875,1.9375,7.06063104
 01/30  13:00:00,9.5875,4.0375,3.7161216
 01/30  14:00:00,12.75,7.225,7.06063104
 01/30  15:00:00,14.0875,7.175,7.06063104
 01/30  16:00:00,13.525,7.825,7.06063104
 01/30  17:00:00,13.3,8.425,7.06063104
 01/30  18:00:00,12.3,4.3875,5.20257024
 01/30  19:00:00,11.7,3.6625,2.97289728
 01/30  20:00:00,11.7,3.975,2.97289728
 01/30  21:00:00,11.7,4.225,0.74322432
 01/30  22:00:00,11.325,4.975,0.74322432
 01/30  23:00:00,11.1,5.2,0.37161216
 01/30  24:00:00,9.725,4.5125,0.37161216
 01/31  01:00:00,8.9,4.1,0
 01/31  02:00:00,9.2125,3.475,0
 01/31  03:00:00,9.0875,2.475,0
 01/31  04:00:00,8.9,4.975,0
 01/31  05:00:00,8.9,6.075,0
 01/31  06:00:00,9.2125,8.8875,0
 01/31  07:00:00,9.0875,7.6125,0.74322432
 01/31  08:00:00,9.2125,6.6375,1.48644864
 01/31  09:00:00,10.15,8.5125,7.06063104
 01/31  10:00:00,10.225,9.925,7.06063104
 01/31  11:00:00,10.6875,10.925,7.06063104
 01/31  12:00:00,10.7875,9.7375,7.06063104
 01/31  13:00:00,11.2875,11.3625,3.7161216
 01/31  14:00:00,11.325,13.2125,7.06063104
 01/31  15:00:00,11.1,13.7125,7.06063104
 01/31  16:00:00,10.7875,13.275,7.06063104
 01/31  17:00:00,9.85,11.9,7.06063104
 01/31  18:00:00,9.0875,11.6125,5.20257024
 01/31  19:00:00,8.9,10.2375,2.97289728
 01/31  20:00:00,8.9,8.9875,2.97289728
 01/31  21:00:00,8.525,6.8625,0.74322432
 01/31  22:00:00,8.175,5.2,0.74322432
 01/31  23:00:00,8.0375,4.4,0.37161216
 01/31  24:00:00,7.875,3.6,0.37161216
 02/01  01:00:00,7.7375,2.7375,0
 02/01  02:00:00,7.575,1.9,0
 02/01  03:00:00,7.4375,1.1,0
 02/01  04:00:00,7.275,0.3,0
 02/01  05:00:00,7.325,0.4375,0
 02/01  06:00:00,7.525,1.1375,0
 02/01  07:00:00,7.725,1.8375,0.74322432
 02/01  08:00:00,8.1125,1.6625,1.48644864
 02/01  09:00:00,8.675,0.9625,7.06063104
 02/01  10:00:00,9.2125,0.2625,7.06063104
 02/01  11:00:00,10.2125,0.4375,7.06063104
 02/01  12:00:00,11.5125,1.1375,7.06063104
 02/01  13:00:00,12.8125,1.8375,3.7161216
 02/01  14:00:00,13.425,2.725,7.06063104
 02/01  15:00:00,13.625,3.7875,7.06063104
 02/01  16:00:00,13.825,4.825,7.06063104
 02/01  17:00:00,13.3375,4.95,7.06063104
 02/01  18:00:00,12.375,4.6125,5.20257024
 02/01  19:00:00,11.4375,4.25,2.97289728
 02/01  20:00:00,10.975,3.6625,2.97289728
 02/01  21:00:00,10.8375,3.025,0.74322432
 02/01  22:00:00,10.675,2.3625,0.74322432
 02/01  23:00:00,9.9125,2.1,0.37161216
 02/01  24:00:00,8.75,2.1,0.37161216
 02/02  01:00:00,7.6125,2.1,0
 02/02  02:00:00,6.8875,2.225,0
 02/02  03:00:00,6.325,2.3625,0
 02/02  04:00:00,5.7875,2.525,0
 02/02  05:00:00,5.85,2.6,0
 02/02  06:00:00,6.1875,2.6,0
 02/02  07:00:00,6.55,2.6,0.74322432
 02/02  08:00:00,6.95,3.5375,1.48644864
 02/02  09:00:00,7.2875,5.1,7.06063104
 02/02  10:00:00,7.65,6.6375,7.06063104
 02/02  11:00:00,8.2375,6.8875,7.06063104
 02/02  12:00:00,9,6.3875,7.06063104
 02/02  13:00:00,9.7375,5.8875,3.7161216
 02/02  14:00:00,10.125,4.825,7.06063104
 02/02  15:00:00,10.325,3.425,7.06063104
 02/02  16:00:00,10.525,2.025,7.06063104
 02/02  17:00:00,10.35,1.5,7.06063104
 02/02  18:00:00,9.95,1.5,5.20257024
 02/02  19:00:00,9.55,1.5,2.97289728
 02/02  20:00:00,8.9625,1.625,2.97289728
 02/02  21:00:00,8.2,1.825,0.74322432
 02/02  22:00:00,7.4625,2.025,0.74322432
 02/02  23:00:00,7.325,1.975,0.37161216
 02/02  24:00:00,7.525,1.775,0.37161216
 02/03  01:00:00,7.725,1.575,0
 02/03  02:00:00,7.55,1.1875,0
 02/03  03:00:00,7.2125,0.6875,0
 02/03  04:00:00,6.85,0.1875,0
 02/03  05:00:00,6.7,0.5625,0
 02/03  06:00:00,6.7,1.4,0
 02/03  07:00:00,6.7,2.2625,0.74322432
 02/03  08:00:00,6.825,2.9125,0.74322432
 02/03  09:00:00,6.9625,3.4125,3.7161216
 02/03  10:00:00,7.125,3.9125,3.7161216
 02/03  11:00:00,8.0125,3.6625,3.7161216
 02/03  12:00:00,9.3125,3.025,3.7161216
 02/03  13:00:00,10.6125,2.3625,3.7161216
 02/03  14:00:00,11.5375,2.1,3.7161216
 02/03  15:00:00,12.3,2.1,0.74322432
 02/03  16:00:00,13.0375,2.1,0.74322432
 02/03  17:00:00,12.7375,2.1,0.74322432
 02/03  18:00:00,11.8375,2.1,0
 02/03  19:00:00,10.9375,2.1,0
 02/03  20:00:00,10.35,2.1,0
 02/03  21:00:00,9.95,2.1,0
 02/03  22:00:00,9.55,2.1,0
 02/03  23:00:00,9.0875,2.1,0
 02/03  24:00:00,8.525,2.1,0
 02/04  01:00:00,7.9875,2.1,0
 02/04  02:00:00,7.675,1.975,0
 02/04  03:00:00,7.475,1.775,0
 02/04  04:00:00,7.275,1.575,0
 02/04  05:00:00,6.8875,1.1875,0
 02/04  06:00:00,6.325,0.6875,0
 02/04  07:00:00,5.7875,0.1875,0
 02/04  08:00:00,6.2875,0.5625,0
 02/04  09:00:00,7.3875,1.4,0
 02/04  10:00:00,8.4875,2.2625,0
 02/04  11:00:00,9.8375,2.725,0
 02/04  12:00:00,11.275,2.8625,0
 02/04  13:00:00,12.7375,3.025,0
 02/04  14:00:00,13.8,2.9125,0
 02/04  15:00:00,14.5375,2.55,0
 02/04  16:00:00,15.3,2.2125,0
 02/04  17:00:00,14.9125,2.1,0
 02/04  18:00:00,13.75,2.1,0
 02/04  19:00:00,12.6125,2.1,0
 02/04  20:00:00,12.075,2.6,0
 02/04  21:00:00,11.9375,3.4625,0
 02/04  22:00:00,11.775,4.3,0
 02/04  23:00:00,10.8875,4.1,0
 02/04  24:00:00,9.5875,3.2375,0
 02/05  01:00:00,8.2875,2.4,0
 02/05  02:00:00,7.675,2.1,0
 02/05  03:00:00,7.475,2.1,0
 02/05  04:00:00,7.275,2.1,0
 02/05  05:00:00,7.075,1.975,0
 02/05  06:00:00,6.9375,1.775,0
 02/05  07:00:00,6.775,1.575,0.74322432
 02/05  08:00:00,7.5125,1.625,1.48644864
 02/05  09:00:00,8.8125,1.825,7.06063104
 02/05  10:00:00,10.1125,2.025,7.06063104
 02/05  11:00:00,11.0375,2.2875,7.06063104
 02/05  12:00:00,11.8,2.65,7.06063104
 02/05  13:00:00,12.5375,2.9875,3.7161216
 02/05  14:00:00,12.925,3.725,7.06063104
 02/05  15:00:00,13.0625,4.7875,7.06063104
 02/05  16:00:00,13.225,5.825,7.06063104
 02/05  17:00:00,12.9875,5.6375,7.06063104
 02/05  18:00:00,12.425,4.8,5.20257024
 02/05  19:00:00,11.8875,3.9375,2.97289728
 02/05  20:00:00,11.575,3.7875,2.97289728
 02/05  21:00:00,11.375,4.15,0.74322432
 02/05  22:00:00,11.175,4.4875,0.74322432
 02/05  23:00:00,11.225,4.4125,0.37161216
 02/05  24:00:00,11.425,4.05,0.37161216
 02/06  01:00:00,11.625,3.7125,0
 02/06  02:00:00,11.325,3.2875,0
 02/06  03:00:00,10.7875,2.7875,0
 02/06  04:00:00,10.225,2.2875,0
 02/06  05:00:00,10.125,2.225,0
 02/06  06:00:00,10.325,2.3625,0
 02/06  07:00:00,10.525,2.525,0.74322432
 02/06  08:00:00,10.6,2.6,1.48644864
 02/06  09:00:00,10.6,2.6,7.06063104
 02/06  10:00:00,10.6,2.6,7.06063104
 02/06  11:00:00,11.2875,2.6,7.06063104
 02/06  12:00:00,12.3875,2.6,7.06063104
 02/06  13:00:00,13.4875,2.6,3.7161216
 02/06  14:00:00,14.275,3.35,7.06063104
 02/06  15:00:00,14.8125,4.55,7.06063104
 02/06  16:00:00,15.375,5.75,7.06063104
 02/06  17:00:00,14.7875,6.2,7.06063104
 02/06  18:00:00,13.4875,6.2,5.20257024
 02/06  19:00:00,12.1875,6.2,2.97289728
 02/06  20:00:00,11.45,5.2,2.97289728
 02/06  21:00:00,11.1125,3.6625,0.74322432
 02/06  22:00:00,10.75,2.1,0.74322432
 02/06  23:00:00,10.475,1.1875,0.37161216
 02/06  24:00:00,10.275,0.6875,0.37161216
 02/07  01:00:00,10.075,0.1875,0
 02/07  02:00:00,9.4375,0,0
 02/07  03:00:00,8.475,0,0
 02/07  04:00:00,7.5375,0,0
 02/07  05:00:00,7.45,0,0
 02/07  06:00:00,7.7875,0,0
 02/07  07:00:00,8.15,0,0.74322432
 02/07  08:00:00,8.425,0.4375,1.48644864
 02/07  09:00:00,8.625,1.1375,7.06063104
 02/07  10:00:00,8.825,1.8375,7.06063104
 02/07  11:00:00,10.025,2.6,7.06063104
 02/07  12:00:00,11.8875,3.4625,7.06063104
 02/07  13:00:00,13.725,4.3,3.7161216
 02/07  14:00:00,14.525,4.725,7.06063104
 02/07  15:00:00,14.725,4.925,7.06063104
 02/07  16:00:00,14.925,5.125,7.06063104
 02/07  17:00:00,14.4375,4.6375,7.06063104
 02/07  18:00:00,13.475,3.8,5.20257024
 02/07  19:00:00,12.5375,2.9375,2.97289728
 02/07  20:00:00,12.325,2.0375,2.97289728
 02/07  21:00:00,12.525,1.2,0.74322432
 02/07  22:00:00,12.725,0.3375,0.74322432
 02/07  23:00:00,12.55,1.0625,0.37161216
 02/07  24:00:00,12.2125,2.825,0.37161216
 02/08  01:00:00,11.85,4.5625,0
 02/08  02:00:00,11.7,4.95,0
 02/08  03:00:00,11.7,4.6125,0
 02/08  04:00:00,11.7,4.25,0
 02/08  05:00:00,11.325,3.7875,0
 02/08  06:00:00,10.7875,3.2875,0
 02/08  07:00:00,10.225,2.7875,0.74322432
 02/08  08:00:00,10.6875,3.475,1.48644864
 02/08  09:00:00,11.7875,4.8125,7.06063104
 02/08  10:00:00,12.8875,6.175,7.06063104
 02/08  11:00:00,13.425,7.1375,7.06063104
 02/08  12:00:00,13.625,7.8375,7.06063104
 02/08  13:00:00,13.825,8.5375,3.7161216
 02/08  14:00:00,13.525,8.05,7.06063104
 02/08  15:00:00,12.9875,6.85,7.06063104
 02/08  16:00:00,12.425,5.65,7.06063104
 02/08  17:00:00,12.2,5.2,7.06063104
 02/08  18:00:00,12.2,5.2,5.20257024
 02/08  19:00:00,12.2,5.2,2.97289728
 02/08  20:00:00,11.95,4.575,2.97289728
 02/08  21:00:00,11.6125,3.5125,0.74322432
 02/08  22:00:00,11.25,2.475,0.74322432
 02/08  23:00:00,10.85,1.6625,0.37161216
 02/08  24:00:00,10.5125,0.9625,0.37161216
 02/09  01:00:00,10.15,0.2625,0
 02/09  02:00:00,9.625,0.5625,0
 02/09  03:00:00,9.0875,1.4,0
 02/09  04:00:00,8.525,2.2625,0
 02/09  05:00:00,8.05,2.475,0
 02/09  06:00:00,7.7125,2.3375,0
 02/09  07:00:00,7.35,2.175,0.74322432
 02/09  08:00:00,8.2625,1.85,1.48644864
 02/09  09:00:00,9.9,1.5125,7.06063104
 02/09  10:00:00,11.5625,1.15,7.06063104
 02/09  11:00:00,12.325,1.3125,7.06063104
 02/09  12:00:00,12.525,1.875,7.06063104
 02/09  13:00:00,12.725,2.4125,3.7161216
 02/09  14:00:00,13.1125,3.475,7.06063104
 02/09  15:00:00,13.675,4.8125,7.06063104
 02/09  16:00:00,14.2125,6.175,7.06063104
 02/09  17:00:00,13.9625,6.575,7.06063104
 02/09  18:00:00,13.2,6.4375,5.20257024
 02/09  19:00:00,12.4625,6.275,2.97289728
 02/09  20:00:00,11.95,5.7625,2.97289728
 02/09  21:00:00,11.6125,5.0625,0.74322432
 02/09  22:00:00,11.25,4.3625,0.74322432
 02/09  23:00:00,11.1,3.975,0.37161216
 02/09  24:00:00,11.1,3.8375,0.37161216
 02/10  01:00:00,11.1,3.675,0
 02/10  02:00:00,10.5375,3.4125,0
 02/10  03:00:00,9.575,3.05,0
 02/10  04:00:00,8.6375,2.7125,0
 02/10  05:00:00,8.175,2.0375,0
 02/10  06:00:00,8.0375,1.2,0
 02/10  07:00:00,7.875,0.3375,0.74322432
 02/10  08:00:00,8.05,0.3125,0.74322432
 02/10  09:00:00,8.3875,0.8125,3.7161216
 02/10  10:00:00,8.75,1.3125,3.7161216
 02/10  11:00:00,9.3375,1.75,3.7161216
 02/10  12:00:00,10.1,2.0875,3.7161216
 02/10  13:00:00,10.8375,2.45,3.7161216
 02/10  14:00:00,12.2875,2.35,3.7161216
 02/10  15:00:00,14.125,2.0125,0.74322432
 02/10  16:00:00,15.9875,1.65,0.74322432
 02/10  17:00:00,15.6375,2.125,0.74322432
 02/10  18:00:00,14,3.1875,0
 02/10  19:00:00,12.3375,4.225,0
 02/10  20:00:00,11.7,6.725,0
 02/10  21:00:00,11.7,10.1875,0
 02/10  22:00:00,11.7,13.625,0
 02/10  23:00:00,11.45,12.525,0
 02/10  24:00:00,11.1125,8.7875,0
 02/11  01:00:00,10.75,5.025,0
 02/11  02:00:00,10.1,2.85,0
 02/11  03:00:00,9.3625,1.65,0
 02/11  04:00:00,8.6,0.45,0
 02/11  05:00:00,8.3,0.3125,0
 02/11  06:00:00,8.3,0.8125,0
 02/11  07:00:00,8.3,1.3125,0
 02/11  08:00:00,8.3,1.625,0
 02/11  09:00:00,8.3,1.825,0
 02/11  10:00:00,8.3,2.025,0
 02/11  11:00:00,9.4875,2.1,0
 02/11  12:00:00,11.325,2.1,0
 02/11  13:00:00,13.1875,2.1,0
 02/11  14:00:00,14.4625,2.725,0
 02/11  15:00:00,15.425,3.7875,0
 02/11  16:00:00,16.3625,4.825,0
 02/11  17:00:00,15.7625,5.3875,0
 02/11  18:00:00,14.2625,5.75,0
 02/11  19:00:00,12.7625,6.0875,0
 02/11  20:00:00,11.95,5.7625,0
 02/11  21:00:00,11.6125,5.0625,0
 02/11  22:00:00,11.25,4.3625,0
 02/11  23:00:00,10.975,4.225,0
 02/11  24:00:00,10.8375,4.3625,0
 02/12  01:00:00,10.675,4.525,0
 02/12  02:00:00,10.6,4.1,0
 02/12  03:00:00,10.6,3.2375,0
 02/12  04:00:00,10.6,2.4,0
 02/12  05:00:00,10.35,2.225,0
 02/12  06:00:00,9.95,2.3625,0
 02/12  07:00:00,9.55,2.525,0.74322432
 02/12  08:00:00,9.525,2.0375,1.48644864
 02/12  09:00:00,9.725,1.2,7.06063104
 02/12  10:00:00,9.925,0.3375,7.06063104
 02/12  11:00:00,10.4375,0.4375,7.06063104
 02/12  12:00:00,11.2,1.1375,7.06063104
 02/12  13:00:00,11.9375,1.8375,3.7161216
 02/12  14:00:00,12.8875,2.725,7.06063104
 02/12  15:00:00,14.05,3.7875,7.06063104
 02/12  16:00:00,15.1875,4.825,7.06063104
 02/12  17:00:00,14.7875,5.5125,7.06063104
 02/12  18:00:00,13.4875,6.0125,5.20257024
 02/12  19:00:00,12.1875,6.5125,2.97289728
 02/12  20:00:00,11.45,5.95,2.97289728
 02/12  21:00:00,11.1125,4.75,0.74322432
 02/12  22:00:00,10.75,3.55,0.74322432
 02/12  23:00:00,10.475,2.7875,0.37161216
 02/12  24:00:00,10.275,2.225,0.37161216
 02/13  01:00:00,10.075,1.6875,0
 02/13  02:00:00,9.75,1.1875,0
 02/13  03:00:00,9.4125,0.6875,0
 02/13  04:00:00,9.05,0.1875,0
 02/13  05:00:00,8.775,0.1875,0
 02/13  06:00:00,8.575,0.55,0
 02/13  07:00:00,8.375,0.8875,0.74322432
 02/13  08:00:00,8.675,0.8125,1.48644864
 02/13  09:00:00,9.2125,0.45,7.06063104
 02/13  10:00:00,9.775,0.1125,7.06063104
 02/13  11:00:00,11.1875,0.5625,7.06063104
 02/13  12:00:00,13.025,1.4,7.06063104
 02/13  13:00:00,14.8875,2.2625,3.7161216
 02/13  14:00:00,16.2875,3.225,7.06063104
 02/13  15:00:00,17.3875,4.2875,7.06063104
 02/13  16:00:00,18.4875,5.325,7.06063104
 02/13  17:00:00,18.2125,5.45,7.06063104
 02/13  18:00:00,17.1125,5.1125,5.20257024
 02/13  19:00:00,16.0125,4.75,2.97289728
 02/13  20:00:00,14.7875,4.4125,2.97289728
 02/13  21:00:00,13.4875,4.05,0.74322432
 02/13  22:00:00,12.1875,3.7125,0.74322432
 02/13  23:00:00,11.325,3.6,0.37161216
 02/13  24:00:00,10.7875,3.6,0.37161216
 02/14  01:00:00,10.225,3.6,0
 02/14  02:00:00,9.75,3.1625,0
 02/14  03:00:00,9.4125,2.4625,0
 02/14  04:00:00,9.05,1.7625,0
 02/14  05:00:00,8.775,1.375,0
 02/14  06:00:00,8.575,1.2375,0
 02/14  07:00:00,8.375,1.075,0.74322432
 02/14  08:00:00,9.675,1.125,1.48644864
 02/14  09:00:00,11.9375,1.2625,7.06063104
 02/14  10:00:00,14.175,1.425,7.06063104
 02/14  11:00:00,16.5,1.5,7.06063104
 02/14  12:00:00,18.9,1.5,7.06063104
 02/14  13:00:00,21.3,1.5,3.7161216
 02/14  14:00:00,21.3875,2.5,7.06063104
 02/14  15:00:00,20.0875,4.0375,7.06063104
 02/14  16:00:00,18.7875,5.6,7.06063104
 02/14  17:00:00,17.8625,6.075,7.06063104
 02/14  18:00:00,17.1,5.9375,5.20257024
 02/14  19:00:00,16.3625,5.775,2.97289728
 02/14  20:00:00,14.975,5.575,2.97289728
 02/14  21:00:00,13.1125,5.4375,0.74322432
 02/14  22:00:00,11.275,5.275,0.74322432
 02/14  23:00:00,10.225,4.6375,0.37161216
 02/14  24:00:00,9.6875,3.8,0.37161216
 02/15  01:00:00,9.125,2.9375,0
 02/15  02:00:00,8.775,2.0375,0
 02/15  03:00:00,8.575,1.2,0
 02/15  04:00:00,8.375,0.3375,0
 02/15  05:00:00,8.55,0.4375,0
 02/15  06:00:00,8.8875,1.1375,0
 02/15  07:00:00,9.25,1.8375,0.74322432
 02/15  08:00:00,10.4625,2.4125,1.48644864
 02/15  09:00:00,12.1,2.9125,7.06063104
 02/15  10:00:00,13.7625,3.4125,7.06063104
 02/15  11:00:00,15.4625,3.4125,7.06063104
 02/15  12:00:00,17.1,3.05,7.06063104
 02/15  13:00:00,18.7625,2.7125,3.7161216
 02/15  14:00:00,19.9625,2.475,7.06063104
 02/15  15:00:00,20.925,2.3375,7.06063104
 02/15  16:00:00,21.8625,2.175,7.06063104
 02/15  17:00:00,21.2625,1.975,7.06063104
 02/15  18:00:00,19.825,1.775,5.20257024
 02/15  19:00:00,18.3625,1.575,2.97289728
 02/15  20:00:00,17.2375,1.1875,2.97289728
 02/15  21:00:00,16.275,0.6875,0.74322432
 02/15  22:00:00,15.3375,0.1875,0.74322432
 02/15  23:00:00,14.5625,0.4375,0.37161216
 02/15  24:00:00,13.8,1.1375,0.37161216
 02/16  01:00:00,13.0625,1.8375,0
 02/16  02:00:00,12.3625,1.85,0
 02/16  03:00:00,11.6,1.5125,0
 02/16  04:00:00,10.8625,1.15,0
 02/16  05:00:00,10.475,1.3125,0
 02/16  06:00:00,10.275,1.875,0
 02/16  07:00:00,10.075,2.4125,0.74322432
 02/16  08:00:00,10.8125,2.475,1.48644864
 02/16  09:00:00,12.1125,2.3375,7.06063104
 02/16  10:00:00,13.4125,2.175,7.06063104
 02/16  11:00:00,14.8375,2.1,7.06063104
 02/16  12:00:00,16.275,2.1,7.06063104
 02/16  13:00:00,17.7375,2.1,3.7161216
 02/16  14:00:00,18.175,2.975,7.06063104
 02/16  15:00:00,18.0375,4.3125,7.06063104
 02/16  16:00:00,17.875,5.675,7.06063104
 02/16  17:00:00,16.8625,6.325,7.06063104
 02/16  18:00:00,15.3625,6.4625,5.20257024
 02/16  19:00:00,13.8625,6.625,2.97289728
 02/16  20:00:00,12.9875,6.1375,2.97289728
 02/16  21:00:00,12.425,5.3,0.74322432
 02/16  22:00:00,11.8875,4.4375,0.74322432
 02/16  23:00:00,11.45,3.9125,0.37161216
 02/16  24:00:00,11.1125,3.55,0.37161216
 02/17  01:00:00,10.75,3.2125,0
 02/17  02:00:00,10.475,3.1,0
 02/17  03:00:00,10.275,3.1,0
 02/17  04:00:00,10.075,3.1,0
 02/17  05:00:00,9.4375,2.975,0
 02/17  06:00:00,8.475,2.8375,0
 02/17  07:00:00,7.5375,2.675,0.74322432
 02/17  08:00:00,8.45,2.35,0.74322432
 02/17  09:00:00,10.5125,2.0125,3.7161216
 02/17  10:00:00,12.55,1.65,3.7161216
 02/17  11:00:00,14.4875,1.1875,3.7161216
 02/17  12:00:00,16.325,0.6875,3.7161216
 02/17  13:00:00,18.1875,0.1875,3.7161216
 02/17  14:00:00,19.3375,0.625,3.7161216
 02/17  15:00:00,20.1,1.6875,0.74322432
 02/17  16:00:00,20.8375,2.725,0.74322432
